Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3028,14,12,212,21,3810,209,216,143,2210,2
2940,330,7,153,33,3578,204,232,167,4780,2
2813,144,15,124,10,2315,240,236,122,1026,2
3265,187,24,497,168,3104,216,249,154,702,1
3195,316,19,390,135,1544,166,220,193,2287,2
3144,336,9,150,-2,618,201,229,167,1293,1
3134,129,10,85,13,2966,236,234,128,3786,1
3115,281,4,60,16,1233,209,240,169,1530,1
3014,315,2,42,-2,2936,214,237,161,564,1
2938,299,6,120,17,1826,202,238,175,642,2
2684,212,25,30,17,1627,191,254,187,1261,2
3207,180,8,30,-4,3391,223,245,155,1383,1
2758,68,21,170,60,1275,236,193,79,2197,2
2629,127,10,42,6,1324,237,234,126,258,2
3349,124,19,513,173,1770,248,223,95,2925,1
3285,31,1,551,171,4334,218,235,154,1140,2
3233,54,12,60,-1,1485,227,214,118,916,1
2844,81,6,134,18,2717,229,229,134,2630,2
3188,45,3,67,2,1422,220,232,149,663,1
3117,18,12,60,9,1627,211,215,140,616,1
2972,164,19,1036,181,2601,234,242,131,1332,2
2486,79,10,192,43,175,233,223,121,1764,3
3229,78,10,738,113,1984,234,221,118,2714,1
3551,354,7,216,58,1587,208,227,157,1209,7
3233,18,14,90,28,1928,208,209,135,1382,1
2958,301,22,182,32,1852,155,225,208,1539,2
2727,32,16,30,6,1332,215,204,121,1559,2
2834,197,10,85,8,551,218,249,165,437,1
2969,93,8,85,4,1209,233,228,127,2255,1
3104,203,21,1061,161,3194,204,253,176,1788,2
3372,68,9,124,4,1490,230,221,124,3522,1
2784,164,14,108,31,3231,232,243,139,3014,2
2740,54,29,0,0,134,222,165,57,1456,5
2908,285,10,85,15,2017,192,240,188,757,2
3135,314,13,30,-5,2664,184,229,185,792,2
2777,55,13,417,43,90,228,211,113,765,2
3183,23,7,408,66,902,216,225,145,2175,1
2774,191,35,277,155,1770,196,242,153,1266,2
3185,158,17,210,19,2250,236,241,129,1578,1
2850,228,17,309,59,2070,192,254,195,2061,2
3019,343,6,330,67,1120,207,230,162,566,2
3144,150,8,618,107,1889,231,240,141,828,2
3184,333,13,845,-18,1290,190,223,172,1530,1
3019,315,7,85,-1,3007,202,235,172,2423,1
2228,314,32,277,151,404,119,195,207,636,3
2602,117,6,418,57,598,231,234,136,968,2
3034,150,9,30,-2,1154,232,240,139,1425,2
3148,324,17,532,9,2080,175,220,183,451,1
2555,103,18,30,-1,1928,247,214,89,499,6
2567,55,10,201,3,451,226,219,126,1265,2
3153,334,9,324,-32,1167,199,228,168,854,1
3448,230,11,730,248,2192,203,250,183,967,7
3191,6,16,30,7,4082,198,207,144,1405,7
2932,145,19,120,14,2367,243,233,110,2771,2
3155,247,10,309,2,1615,198,248,188,454,1
3119,87,5,201,19,3636,227,232,140,3900,1
3109,291,12,366,-6,2244,186,238,192,2529,2
3040,174,9,95,10,4752,226,245,152,1994,2
3379,212,24,794,-87,3456,191,254,187,2610,1
3057,113,20,42,15,916,250,215,84,2139,1
2924,195,28,108,24,1974,202,249,164,2122,2
2726,9,27,488,199,949,180,176,124,769,2
2950,153,7,390,103,1611,229,241,144,2359,2
2982,206,23,330,89,2685,199,254,180,841,2
2797,315,31,641,149,997,124,198,206,1323,2
3211,356,13,234,116,4929,199,217,155,1809,1
3198,26,9,534,66,3098,216,220,140,3662,1
2991,4,12,469,72,5084,204,218,150,5758,1
3167,153,3,323,21,4334,223,239,151,930,1
2763,133,9,134,15,2789,235,236,131,1994,2
3283,238,9,30,-2,1448,204,248,181,1368,1
3015,0,5,255,43,3150,213,231,156,1811,2
2865,269,19,153,16,3095,168,244,213,2613,2
2836,249,9,30,8,663,201,247,184,540,1
3342,90,8,641,121,1952,233,227,127,2486,2
3526,116,25,842,241,2407,253,208,67,1248,1
2972,0,7,323,7,4668,210,228,155,2758,2
3366,347,17,541,28,5039,186,211,162,3094,1
2993,32,4,277,40,892,219,230,147,2398,2
2772,301,15,85,16,2244,176,232,196,927,2
2938,90,1,30,4,2058,220,237,153,2993,2
3008,81,10,255,17,5938,233,223,121,3573,2
3157,36,11,446,49,5750,219,215,130,990,1
2904,345,11,256,49,2691,198,222,163,2614,2
2856,213,19,360,173,1101,199,254,185,1846,5
2689,348,12,150,24,2490,197,220,161,859,2
2665,45,5,212,23,234,222,228,142,722,2
2955,255,11,430,49,5582,194,247,192,5009,2
2936,55,6,474,46,4603,224,227,139,5457,1
2061,71,27,182,41,258,238,176,51,618,3
2910,180,12,591,110,2461,224,247,154,1717,2
2988,80,16,426,57,297,240,210,95,703,1
3140,84,9,85,4,3818,233,225,125,153,1
2773,36,12,277,0,1951,219,212,127,2359,2
2469,324,8,30,5,1183,200,231,171,872,2
3298,70,12,450,98,760,233,215,112,1112,7
2321,116,22,30,12,659,251,214,79,693,3
2690,141,10,85,4,1550,236,237,131,1390,1
3339,186,19,510,133,1794,220,250,156,1485,1
2565,300,29,95,26,825,127,214,221,1057,2
2810,100,33,361,191,592,252,176,23,967,2
3331,172,13,150,28,1559,228,246,147,3320,2
3359,339,3,874,131,2227,212,234,160,1050,1
3265,349,14,408,88,4646,194,217,160,883,1
2152,44,32,285,94,771,209,152,56,865,3
3008,58,17,426,31,1073,230,203,100,2222,2
3077,40,23,376,13,4184,215,184,93,3071,2
3090,108,3,60,-1,3998,225,236,146,1248,1
2760,352,7,127,5,1018,208,229,158,983,2
2926,173,6,309,30,5776,224,243,154,5922,1
2902,217,18,95,14,5081,198,254,187,1181,2
2596,234,22,420,170,2185,177,253,207,324,3
2973,81,9,379,53,1770,233,224,123,1761,2
2976,92,14,361,53,3589,241,217,103,2040,2
3146,191,12,180,28,1256,219,249,162,745,1
2860,270,5,30,4,3114,207,241,173,4063,2
2915,332,4,268,62,3165,211,235,162,1931,2
2640,22,15,258,66,1218,209,207,131,765,3
3188,162,7,541,16,4436,227,242,148,1820,1
3207,136,19,190,26,1855,246,229,103,1500,1
2547,67,27,120,60,659,235,176,55,1170,3
2629,107,9,85,1,3293,235,230,126,2188,2
3114,82,11,366,65,4917,235,220,115,242,2
3198,104,25,30,12,3325,252,199,59,3772,1
3223,289,33,192,-25,3278,113,216,233,2108,1
3202,302,9,552,-18,5315,195,236,181,2024,1
3024,160,5,60,2,3267,225,241,150,218,2
2667,197,20,175,56,1928,211,252,168,1416,2
2280,295,32,258,132,819,114,211,228,1146,6
3132,181,17,60,1,2661,224,248,152,1231,1
3274,119,6,234,41,2080,231,235,137,1266,2
2434,104,27,210,97,404,253,194,51,876,3
3143,66,22,391,68,4198,235,190,76,3439,1
2926,70,13,295,62,3240,234,213,108,2381,2
3086,67,20,216,49,2649,236,195,82,1090,1
2652,100,25,277,94,1320,252,197,59,564,2
2582,169,28,342,175,1348,228,237,121,1072,3
2424,273,16,408,154,990,175,243,206,180,6
2622,353,11,541,111,661,200,220,158,966,3
2976,71,19,309,56,1900,237,200,87,1385,1
3324,141,16,594,118,454,242,234,117,242,2
2962,86,11,127,21,1837,236,222,117,1034,2
3072,346,4,242,5,5218,212,233,159,2568,1
2886,101,2,295,25,3500,223,236,148,3210,2
3127,47,11,402,68,1830,224,217,126,3343,1
2975,99,8,175,3,4395,233,229,128,3584,2
3107,104,20,108,20,4019,249,211,82,2096,1
2451,205,10,67,8,582,215,249,169,738,3
3221,294,14,342,63,2876,180,236,195,836,2
2736,76,30,85,33,2275,240,170,38,633,2
2768,334,27,67,26,2575,149,194,178,2014,2
2972,309,7,402,2,3697,202,236,173,912,2
3114,20,5,335,41,2069,217,229,150,2389,2
3051,149,25,342,70,1862,243,229,99,1377,1
2538,198,26,379,164,864,203,251,169,984,3
3206,221,10,150,7,212,207,250,178,1320,1
3409,200,11,573,16,3321,216,250,167,67,1
3016,222,29,361,183,1018,171,252,203,511,2
3221,45,12,450,13,3904,223,213,122,3066,1
3128,199,19,295,48,1872,210,253,171,708,1
3224,278,19,85,12,3960,164,240,213,1406,7
3171,27,15,256,36,531,212,206,126,2501,2
3254,343,7,67,4,1584,205,229,162,1194,1
2937,330,10,30,3,2160,195,228,172,2167,1
3167,117,3,0,0,663,225,236,146,1412,1
3054,131,13,108,30,3499,241,232,119,2758,1
2948,219,32,888,178,4179,166,249,201,1383,2
3379,7,13,558,92,2240,204,214,146,1452,1
3205,340,14,324,68,2271,189,218,168,564,1
2684,143,26,60,13,2268,246,224,89,2513,2
2623,186,26,120,38,1740,213,247,152,2778,3
3106,15,8,134,30,866,213,223,147,1489,2
3160,241,21,379,99,3074,176,252,209,212,2
3042,245,16,242,121,2850,185,251,202,2269,2
3166,324,9,391,29,2080,198,231,172,752,1
3188,298,11,60,6,4216,189,236,188,3355,1
3179,270,17,0,0,4334,174,244,208,3264,1
3227,14,9,150,16,5326,212,222,147,564,1
3043,78,6,350,10,1571,227,230,137,2785,1
2987,110,9,400,85,1775,236,230,126,2904,2
3018,82,13,379,79,216,237,217,108,1939,2
3137,9,12,376,46,1682,206,215,146,3469,1
3472,108,27,417,75,2322,254,197,53,3542,7
3009,1,11,95,10,2809,204,219,152,1664,2
3231,76,2,67,2,3395,222,235,150,1958,7
2533,214,39,210,107,1969,155,242,194,247,3
2968,315,1,360,55,4670,216,237,159,2821,2
3018,53,12,297,33,4158,227,214,119,4149,1
3008,315,2,630,32,5514,213,237,162,1598,2
3254,161,22,408,109,1290,236,239,121,1754,1
3067,113,5,720,33,6212,230,234,138,3102,2
2975,0,9,457,148,5112,206,222,154,5182,1
2751,104,10,510,64,1600,238,227,119,666,2
3019,83,8,300,12,1727,231,227,128,1774,1
2743,339,18,170,31,2932,179,212,170,1100,2
3212,257,12,384,-3,524,191,247,194,1871,1
2531,321,28,319,147,721,137,200,196,1207,2
2085,117,32,42,19,361,254,193,40,633,3
3138,338,15,552,101,2024,187,218,170,859,2
3340,178,12,268,64,1200,225,247,152,937,1
2952,318,6,297,26,3814,203,234,170,816,2
2153,103,38,134,81,618,251,163,0,67,4
3038,108,9,301,66,2282,236,230,125,2336,1
3032,162,15,108,18,2021,233,243,136,1495,2
2883,88,17,42,0,4290,243,209,89,6159,2
3165,72,5,532,23,3322,226,230,138,3896,1
3058,51,6,240,11,3820,223,227,139,1976,2
3161,201,25,376,83,192,201,252,174,3309,2
2976,219,9,342,-45,1127,210,249,175,402,2
2914,76,22,127,-5,1158,241,193,72,1667,2
3416,175,10,1006,67,3304,226,246,151,1170,7
3109,71,18,247,26,871,237,203,90,1107,1
3217,70,6,90,-10,2897,227,228,135,2620,1
3242,108,12,30,-4,4420,240,226,115,2143,1
2592,120,21,255,31,1414,250,217,84,1106,3
2833,99,9,150,33,2421,235,228,125,2932,2
3214,34,5,42,0,5773,219,228,145,693,1
2154,323,36,162,99,532,110,179,196,789,6
2819,70,26,420,182,912,237,180,59,757,2
2873,316,17,792,160,182,172,223,190,1539,2
2831,57,11,190,36,2416,228,216,120,3215,2
3226,157,23,371,-6,1950,238,235,113,1410,2
2940,11,11,30,7,1863,208,217,145,2489,1
3211,128,8,324,29,518,234,235,132,902,1
3214,126,20,268,-107,446,249,222,91,3810,2
2926,0,9,127,7,4697,206,222,154,3528,2
2932,151,12,90,3,5479,236,240,132,3857,2
3189,158,13,426,87,361,233,242,137,4750,2
3097,138,12,242,42,3479,238,236,127,859,1
3287,294,22,492,73,1756,153,229,214,3139,1
3346,44,18,466,90,5109,221,198,105,402,1
3086,42,21,30,9,1234,219,190,98,2486,1
3237,247,2,408,58,4546,215,240,162,2844,1
3152,177,22,218,36,2492,224,246,142,3285,2
2619,343,12,309,90,323,195,221,165,1471,2
3170,193,17,153,32,2321,216,251,164,2870,7
3011,0,3,430,39,5421,215,233,156,6440,1
2761,49,16,30,0,3814,225,204,109,1195,2
3074,249,3,531,-52,2315,212,242,167,1537,2
3118,99,14,258,-64,1872,243,220,103,1490,1
3458,310,16,685,89,2144,174,227,192,540,7
3086,97,11,240,31,658,239,224,114,1431,1
2972,336,9,190,27,3408,199,227,167,6535,1
2295,291,19,228,128,1357,164,234,209,805,6
3155,146,17,295,93,2273,241,235,118,1620,1
3231,133,9,335,88,4119,235,236,132,1294,2
3163,323,27,212,59,4004,143,201,193,371,1
3121,358,7,459,-56,774,209,227,156,1050,1
3270,223,9,323,-4,2725,209,249,176,524,1
2980,268,14,800,334,1528,183,245,201,2107,2
3171,250,13,162,36,180,192,249,195,2765,2
2706,90,3,552,75,1177,224,234,146,1504,2
3034,293,7,67,3,2750,200,239,178,2821,1
3178,45,16,720,3,4118,223,203,110,4034,1
2429,314,27,371,174,592,138,207,204,497,3
3133,163,5,700,-11,511,225,241,151,1699,2
3274,43,10,242,1,993,222,219,131,2395,1
3306,284,7,270,25,3524,200,240,179,1445,1
3206,343,11,648,59,2717,199,224,164,134,1
2951,276,6,150,28,1622,203,241,178,671,2
3158,78,25,150,53,1080,243,185,57,2234,1
3239,87,13,42,3,2375,239,217,106,2773,1
2993,275,10,108,22,402,192,243,190,301,1
2791,5,8,268,31,1533,210,224,152,1273,2
2406,142,10,607,63,691,235,238,132,994,3
2916,246,9,108,20,5695,201,247,184,5113,2
2885,87,4,124,0,4886,226,233,142,1406,2
3031,102,8,247,7,3618,234,230,128,2691,1
3013,329,19,153,-18,1050,172,214,180,2202,2
2624,356,11,228,67,990,203,221,156,677,2
3088,325,13,182,11,2148,187,225,178,1652,1
3315,15,11,277,32,2008,210,217,143,1423,1
3150,346,8,301,-35,1348,205,228,161,930,2
2756,106,23,247,124,270,251,206,71,636,5
2845,89,12,228,53,4348,238,220,111,5255,1
2885,279,25,420,-51,3456,144,234,226,1423,2
2909,116,11,108,19,4488,240,229,118,5805,2
2959,165,13,457,42,5448,231,244,142,2323,2
2826,118,17,60,13,864,247,223,99,1142,2
3210,118,4,361,29,5755,226,236,145,2420,1
2699,18,11,67,16,1608,211,216,141,3670,2
2603,119,12,134,3,966,241,229,117,2293,2
3544,29,19,765,132,2666,210,195,115,1637,1
3050,238,10,741,51,5646,201,249,185,3290,2
2853,5,19,313,8,1674,192,199,140,2391,2
3270,348,10,700,42,1989,201,224,161,711,1
3162,55,13,85,6,2972,228,211,113,3557,1
3301,191,1,240,-5,5656,219,239,157,618,1
3115,158,15,150,17,2218,235,241,132,216,1
2677,54,15,408,7,1179,228,207,110,1574,2
2766,18,10,283,15,2059,213,220,143,3672,2
3197,276,6,85,9,558,203,241,178,1401,1
3148,16,20,891,93,2830,199,194,127,2375,2
2755,43,12,108,11,2594,222,213,124,4412,2
3160,154,34,497,5,900,237,219,82,1275,2
2791,75,7,162,23,2168,228,228,133,2826,2
2592,125,42,60,37,1717,248,173,0,1340,2
3164,3,20,841,-11,1256,188,197,143,1638,1
3108,306,10,67,8,3734,192,235,183,3151,1
2917,56,5,569,-10,816,224,228,140,2308,2
2698,63,10,451,31,900,229,221,124,1749,1
2561,146,20,95,1,1203,243,233,110,1448,2
3279,187,11,726,144,553,221,248,159,2178,2
2697,353,23,175,100,1203,175,194,152,797,2
3154,287,12,90,17,2236,186,239,193,693,1
3305,314,15,722,116,768,180,228,187,1033,1
2481,314,16,255,-37,313,174,225,190,1419,2
3344,118,17,725,105,3000,246,223,100,2611,1
3315,23,6,503,-15,1451,216,227,147,1972,1
3143,119,17,295,72,247,246,223,100,886,2
3134,338,12,216,52,5049,194,223,168,509,2
2985,327,14,30,7,511,184,223,178,1131,2
3077,198,9,120,1,926,217,248,165,1579,2
2864,202,34,342,-42,2228,183,246,174,1613,2
3034,106,11,342,62,5251,239,227,117,4224,2
3120,317,9,210,6,700,197,233,175,1087,1
2854,326,15,170,36,4201,181,221,180,5147,2
3177,38,10,708,50,2335,220,217,131,3209,1
2848,143,9,30,-3,1087,233,238,136,2440,2
3182,142,6,60,7,3396,229,239,143,4700,1
3121,318,7,120,0,2197,202,234,171,2040,2
2589,11,14,216,11,1064,204,210,141,2430,2
2950,61,2,255,31,3861,221,234,149,782,2
3242,66,11,571,166,819,231,217,117,1104,1
3141,297,17,335,45,1641,171,233,201,2539,1
2896,66,31,190,89,1530,232,163,40,1154,2
2932,285,13,390,86,5047,183,240,196,474,2
2961,31,24,371,134,516,206,180,99,745,2
3241,358,6,631,38,1773,210,228,156,1041,1
3004,74,30,300,27,443,239,169,39,1273,2
3268,276,7,607,50,618,200,242,181,1465,1
3000,123,16,134,-11,2523,245,227,106,514,2
2951,12,15,576,172,3121,203,207,139,836,2
3082,132,6,90,0,1879,230,237,140,2083,1
2978,68,15,277,99,1355,234,209,102,1075,2
3136,203,15,190,33,5407,211,252,172,1279,1
2299,355,20,474,210,601,183,200,151,484,3
2986,175,8,182,34,4279,225,244,153,2176,2
2566,309,21,30,10,1790,159,222,201,1343,6
3196,330,26,309,83,1409,149,199,184,2938,1
3064,356,13,382,53,1243,199,217,155,2402,1
2990,330,19,170,45,4200,172,214,180,446,1
2980,30,21,319,121,1630,208,188,108,2922,1
2767,50,26,242,75,1531,221,173,70,1398,2
2617,199,17,170,61,1282,212,252,170,1332,3
2943,225,6,283,80,1739,212,246,171,2683,2
2778,353,8,30,1,3076,207,227,158,5682,2
2913,110,17,513,81,589,246,220,97,1399,2
3262,66,17,469,126,959,234,203,95,5314,1
2537,30,24,85,25,1224,205,181,101,1597,3
3076,122,9,150,-13,899,236,233,127,1552,1
2827,90,16,60,19,5323,243,212,94,4498,2
3059,128,3,576,29,1557,224,237,149,2658,2
2959,108,9,297,45,3586,236,230,125,1605,2
2973,39,24,300,83,2455,213,180,91,1900,1
2945,352,12,134,17,1940,199,220,158,767,2
3225,173,14,513,11,659,228,246,147,2420,2
3060,307,7,67,10,3228,201,236,175,2407,1
3329,335,14,339,108,1648,188,221,172,2880,1
2394,103,17,42,8,930,247,215,91,949,3
2873,223,19,127,41,960,192,254,193,1652,2
3064,73,16,499,197,6330,237,209,99,3834,2
2873,0,12,313,46,850,202,217,152,1215,2
3438,359,12,660,99,1570,201,217,153,1448,7
3255,194,4,134,-2,3515,219,243,160,3879,7
3044,81,9,400,11,4582,233,224,123,722,2
2936,190,5,30,-2,4604,220,244,159,4751,1
2975,135,3,371,49,5214,225,238,148,6434,1
2346,23,21,270,150,860,203,191,118,658,6
2870,89,13,124,23,4930,239,219,108,4443,2
2903,126,8,424,51,1661,235,234,131,2737,2
2608,79,17,277,80,547,240,207,92,1591,3
2991,101,5,268,61,335,228,233,139,700,2
3229,249,10,175,24,3161,199,247,187,1528,1
2939,292,3,30,7,4799,212,238,165,6121,2
3225,110,21,170,38,953,251,211,78,895,7
3022,190,5,30,1,3318,220,244,159,1354,1
2812,343,8,60,9,1537,204,228,163,2482,1
3263,126,8,30,3,4351,234,235,132,2278,1
3000,143,15,400,1,5042,240,236,121,2932,2
2128,57,35,277,101,631,220,146,31,685,3
2990,268,6,60,7,1891,204,243,178,3581,1
2726,15,28,218,-39,2071,182,169,112,811,2
2836,89,10,150,-18,1657,235,224,120,2177,2
3248,287,17,256,31,443,169,236,207,912,1
3159,347,13,642,69,3386,196,219,162,3116,1
2794,353,24,85,14,2207,170,190,152,732,2
2838,71,24,90,43,120,238,186,65,1138,2
2539,73,7,95,5,516,229,226,131,5600,2
2862,35,11,531,67,1991,219,215,130,1222,2
3231,40,7,85,14,2472,221,224,139,2830,1
3226,146,3,90,5,4618,224,239,150,1972,1
2961,90,14,612,165,979,241,217,103,1194,2
2862,13,13,433,67,3216,207,212,141,1260,2
2885,315,14,60,12,2688,183,228,185,2234,1
2790,85,10,30,8,2001,235,223,119,1921,1
3000,81,13,277,33,659,237,216,107,582,1
2126,333,4,30,-6,1307,210,234,163,1332,4
2763,308,9,0,0,1822,196,235,178,2074,1
2878,342,12,192,53,2421,196,222,165,2255,2
2936,4,21,297,128,4772,187,195,140,4974,2
2637,293,32,175,65,942,115,214,230,1080,2
2166,170,11,124,-8,283,228,245,148,474,3
2708,72,8,371,41,992,230,224,127,1682,2
3069,144,22,268,46,2702,244,230,104,1416,2
3150,73,16,127,29,1544,237,209,99,1434,2
2993,37,7,268,-7,3334,220,224,139,5543,2
2802,11,6,361,5,1513,214,228,151,2210,2
2945,317,24,295,95,5863,152,212,197,4770,2
3201,342,21,108,30,2616,171,203,167,2704,1
2808,33,10,30,1,1357,218,218,135,2482,1
2597,2,15,190,56,306,198,211,149,1681,2
3146,181,19,210,55,3280,223,248,151,700,2
3055,66,3,30,5,4728,222,233,147,1073,2
2744,149,15,430,110,2563,238,238,125,2123,5
3231,1,23,201,75,1556,181,190,141,2704,1
3321,97,8,484,111,424,233,229,129,319,2
3053,95,3,283,6,3812,224,235,147,2079,2
3354,43,15,569,189,3526,221,205,115,1819,7
3294,300,25,510,188,466,141,220,215,959,1
3034,45,5,242,0,3589,222,228,142,2717,1
2939,328,18,124,47,474,173,215,181,1657,2
3258,307,12,618,177,552,186,232,187,1307,1
3027,250,14,190,48,2463,188,249,198,1200,2
2595,31,11,0,0,1130,217,216,133,1723,2
3406,45,9,162,30,2737,223,220,132,2228,7
3210,61,9,30,5,2828,227,222,128,2721,1
3248,177,16,210,42,1816,226,247,148,1670,1
3036,43,8,384,106,2239,222,222,136,2230,1
3116,285,8,190,16,1451,198,240,182,2058,1
3037,10,19,612,121,4463,195,197,135,4042,1
3129,239,4,212,16,1050,212,243,169,1368,2
3198,6,11,750,76,2022,207,219,149,2403,1
2874,68,15,162,-6,870,234,209,102,2072,2
3037,46,15,362,32,4552,223,206,112,569,2
3185,51,9,547,43,2863,225,220,128,4883,1
2896,105,22,216,69,1072,251,207,72,301,5
2766,47,16,120,32,1328,224,202,108,2618,2
3231,281,19,430,88,4454,165,238,211,1215,2
2751,34,5,395,-6,2389,219,228,145,6004,2
2950,229,19,750,193,1146,188,254,198,1834,2
2949,39,9,366,49,4642,221,220,134,5538,2
2843,78,16,175,60,2692,239,210,97,2847,2
3240,30,31,42,0,5250,193,156,0,95,1
3059,181,18,902,153,3092,223,248,151,1786,2
3132,219,12,268,-10,2584,206,251,180,612,2
3139,353,8,711,122,1627,206,226,158,2340,1
2868,48,6,170,41,2455,223,226,139,2636,2
2558,67,11,153,32,684,231,218,119,3438,2
3027,52,14,390,39,1209,226,210,114,1924,1
2922,9,25,0,0,5568,184,182,127,4165,2
3308,32,24,771,17,1884,206,179,97,2695,2
2842,345,25,85,35,899,161,191,163,1415,2
2975,45,5,342,49,5184,222,228,142,6405,1
2935,200,14,124,56,1826,214,251,169,1150,2
3200,20,5,0,0,5071,217,229,150,600,1
3103,25,32,150,31,1230,187,156,87,674,1
3185,137,24,283,85,3837,248,222,87,2833,1
3132,288,12,42,9,2468,186,239,192,430,2
3348,310,16,170,55,2366,176,228,191,2678,1
2817,54,8,108,19,3087,225,222,130,268,2
3151,0,6,218,-26,914,212,229,155,957,1
2727,15,9,390,-6,1142,212,221,146,1167,2
3254,333,19,524,154,3421,172,211,176,3436,2
3225,45,4,270,4,5712,221,231,146,1860,1
3317,22,8,30,-7,1333,215,224,145,1560,1
2936,313,12,67,7,1416,188,231,183,3255,1
3058,60,8,607,78,1516,227,223,131,2628,2
3068,60,13,60,25,828,230,212,113,1655,1
3065,36,6,42,-1,3495,220,226,143,2881,1
3264,62,9,466,66,1040,228,221,126,1575,1
2804,63,13,212,82,3535,231,214,113,5799,2
2788,176,10,85,15,3122,226,246,152,5814,2
2288,8,2,170,49,1342,217,235,155,510,6
2717,171,8,391,29,564,226,244,151,808,2
2864,132,14,379,56,779,241,232,118,2806,2
3089,290,13,247,35,603,184,238,194,979,2
3645,40,19,600,233,2970,218,196,106,1338,1
3109,142,15,240,-3,3827,241,235,119,2914,2
3182,109,11,366,-8,3966,239,228,119,3743,1
2555,60,14,67,8,785,230,211,110,1124,2
3068,46,15,306,16,1745,223,206,112,2724,1
3147,335,19,175,17,3537,174,211,175,1984,1
3282,190,8,933,127,2330,220,247,160,2017,1
3380,136,15,330,51,955,242,233,116,4187,2
3031,75,13,351,56,2947,235,216,110,6563,1
3256,334,16,454,105,2962,181,217,174,644,1
2760,310,23,361,130,1107,150,217,203,1048,2
2140,22,11,42,0,1315,213,217,139,1299,4
2847,39,7,120,10,3711,221,225,140,6471,2
2608,6,10,150,-7,859,208,222,150,1789,2
3009,60,24,153,19,5160,231,183,73,2669,2
3205,130,12,417,33,4581,240,233,122,1677,1
2893,88,21,108,-9,454,246,200,73,1822,2
3084,160,12,108,-2,2320,233,242,139,3436,2
2709,208,5,127,38,2230,217,244,164,4797,2
3211,60,17,417,51,5364,231,202,99,2667,2
2386,336,11,192,57,1530,195,225,169,424,6
2701,311,16,60,7,882,177,227,190,2148,2
2875,167,15,180,37,977,231,244,140,2244,2
3148,281,9,108,8,2399,196,241,185,641,1
2800,314,26,120,38,1341,143,209,202,2285,2
2694,76,20,234,19,1173,241,198,78,3500,2
2906,67,12,323,36,4227,232,217,116,5759,2
3082,61,15,60,14,5105,231,207,104,774,1
2603,334,21,108,41,1165,166,206,176,738,2
2840,86,9,30,3,1379,234,225,122,1401,1
3087,49,10,108,3,2736,224,218,126,3048,2
3310,285,11,240,58,4659,188,240,192,900,1
2827,233,12,607,70,4070,200,251,186,1606,2
3156,82,18,446,81,4373,241,207,89,3247,1
3057,351,20,85,-11,3234,180,202,157,5287,2
2097,47,35,301,33,437,207,142,42,990,6
2666,103,12,234,62,426,240,224,112,242,3
3198,48,12,361,35,1358,224,213,120,1209,1
2547,93,4,218,-7,1020,226,233,142,553,1
2939,106,14,295,3,5664,243,223,107,4286,2
3258,315,3,300,32,5744,212,237,163,1339,1
2957,132,19,285,54,3203,246,227,101,1416,2
2889,279,17,30,7,3124,170,240,208,2547,2
2965,23,5,450,0,4586,217,228,148,2903,1
3224,43,19,510,164,1712,220,194,102,2110,1
2991,225,9,474,75,5492,208,249,177,1410,2
3221,263,14,661,87,3303,185,246,200,1055,1
